Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	tree_length
8136	-929.2	-1071.919	142.7186	0.0257014	0.00834001	0.00233224	0.0013024	0.00435717	0.00128161	0.00177418	0.00719675	0.00690634	0.000487639	0.00478283	0.0059135	3.49368e-05	0.00271917	0.000356635	0.00062074	0.0189979	0.00328374	0.00320295	0.00391241	0.0010908	0.000826228	0.00178671	0.000734246	0.000120121	0.00133923	0.00613589	0.00418793	0.00893742	0.000657343	0.00564565	5.97202e-05	0.000140497	0.00330173	0.00329314	0.00362638	0.00470918	0.0168107	0.0015051	0.00807056	0.00240771	0.0112648	0.00435704	0.0038538	0.00774619	0.000427645	0.00385386	0.0211247	0.038755	0.017605	0.00607825	0.00155201	0.0027076	0.00244695	0.00258915	0.00181736	0.0180858	0.00068188	0.0031135	0.00932137	0.00466305	0.00757636	0.0105402	0.004974	0.00371716	0.000892122	0.004021	0.000784351	0.0026777	0.0328867	0.00725399	0.036068	0.0145278	0.00320991	0.0054167	0.000272884	0.00191342	0.00448805	0.00419695	0.00067535	0.00351126	0.028504	0.00512783	0.00146348	5.9748e-05	0.984443	1.01867	0.0552181	0.243506	0.64358	1.55381	4.10667	18.11	2.094344	1.159681	0.0488903	0.0158647	0.00443649	0.00247748	0.0082884	0.00243794	0.00337493	0.01369	0.0131375	0.000927608	0.00909812	0.0112489	6.64583e-05	0.00517252	0.000678407	0.0011808	0.0361386	0.00624648	0.00609279	0.00744235	0.00207497	0.00157169	0.00339875	0.00139671	0.000228499	0.00254754	0.011672	0.00796647	0.0170012	0.00125043	0.0107394	0.000113602	0.00026726	0.00628069	0.00626436	0.00689827	0.008958	0.031978	0.00286307	0.0153522	0.00458005	0.0214285	0.00828815	0.00733086	0.0147352	0.000813485	0.00733098	0.0401843	0.0737215	0.033489	0.0115623	0.00295231	0.00515052	0.0046547	0.0049252	0.00345706	0.0344036	0.0012971	0.00592264	0.0177315	0.00887026	0.0144121	0.0200501	0.00946177	0.00707094	0.00169703	0.00764892	0.00149203	0.00509363	0.0625585	0.0137989	0.0686102	0.0276354	0.00610603	0.0103039	0.000519093	0.00363979	0.00853737	0.00798362	0.00128468	0.00667927	0.0542215	0.00975438	0.0027839	0.000113655	0.5256948
8172	-934.167	-1076.512	142.3454	0.0178617	0.0101988	0.000331097	0.000845641	0.000508331	0.00280693	0.00240721	0.00196309	0.00214756	0.000485076	0.00497735	0.0093693	0.00090287	0.00245345	0.000302592	0.00277989	0.00188535	0.00506839	0.00160481	0.0052208	0.00048341	0.00464216	0.00246197	0.00364826	0.00170505	0.00297008	0.00750339	0.00699585	0.0229534	0.00308669	0.00690389	0.000396887	0.000695642	0.000219482	0.000981262	0.00714264	0.00132843	0.00322145	0.00750102	0.0100793	0.00222717	0.0104744	0.00308626	0.00323415	0.0157022	0.000764759	0.00417891	0.0224348	0.0329892	0.0068823	0.00486363	0.00436302	0.00295111	0.00549502	0.00557955	0.00235007	0.00910938	0.00159387	0.00293323	0.0068164	0.00339855	0.0156672	0.019065	0.00237337	0.00548101	0.0199851	0.000472512	0.00100626	0.00376393	0.0378689	0.00220701	0.0441065	0.0123499	0.00770482	0.009335	0.00107369	0.0117462	0.00286823	0.00307472	0.00482618	0.0215864	0.0236632	0.0015232	0.00423015	0.0003371	1.11958	0.856503	0.0523093	0.237163	0.638302	1.56666	4.2165	19.1171	2.133473	1.568583	0.0309678	0.0176821	0.000574039	0.00146613	0.000881319	0.00486652	0.0041735	0.00340351	0.00372334	0.000841	0.00862949	0.016244	0.00156535	0.00425367	0.00052462	0.00481964	0.00326873	0.00878732	0.00278235	0.00905157	0.000838112	0.00804835	0.00426845	0.00632516	0.00295614	0.00514937	0.013009	0.0121291	0.0397955	0.00535155	0.0119696	0.000688103	0.00120607	0.000380528	0.00170126	0.0123835	0.00230317	0.00558518	0.0130049	0.017475	0.00386136	0.01816	0.00535081	0.0056072	0.0272237	0.0013259	0.00724519	0.0388964	0.0571951	0.0119322	0.00843232	0.00756438	0.00511649	0.009527	0.00967354	0.00407444	0.0157934	0.00276337	0.0050855	0.0118179	0.00589224	0.0271629	0.033054	0.00411482	0.0095027	0.0346493	0.000819218	0.00174461	0.00652571	0.0656553	0.00382641	0.0764697	0.0214117	0.0133582	0.0161846	0.00186151	0.0203651	0.0049728	0.0053308	0.00836739	0.0374254	0.0410261	0.00264084	0.00733402	0.000584447	0.5767843
8208	-921.8496	-1064.905	143.0553	0.0259391	0.0323427	0.00372857	0.000589033	0.00171749	0.00497049	0.0102644	0.00856282	0.0122699	0.0383002	0.00724042	0.0070841	0.00107589	0.00286888	1.11328e-05	0.008206	0.00298109	0.00475497	0.00167436	0.0073306	0.00276438	0.00388694	0.00529087	0.00282238	0.000135677	0.00519055	0.00318604	0.00138081	0.0369544	0.00296555	0.0117656	0.0048828	0.000271259	0.0109208	0.000189895	0.00191595	0.00293065	0.00261038	0.0105342	0.00510638	0.00464252	0.0151051	0.00982335	0.00482136	0.0101347	0.000713404	0.0113043	0.0174873	0.0511753	0.0195851	0.0196763	0.00357893	0.0102122	0.00798682	0.00880008	0.00248652	0.0171596	0.00528735	0.00142917	0.0141477	0.00928277	0.0104786	0.0113485	0.00161409	0.00838037	0.0226264	0.0029778	0.00121914	0.00426138	0.0428738	0.000957377	0.0640316	0.0358081	0.0116639	0.00478873	0.00073633	0.0207773	0.00781835	0.00184305	0.0163558	0.0401948	0.0264113	0.000273082	0.00710134	0.0144854	0.865904	1.16092	0.0823176	0.295858	0.683892	1.46222	3.38	12.1481	1.805626	0.8950556	0.0287737	0.0358771	0.00413604	0.000653404	0.00190518	0.00551367	0.0113862	0.00949858	0.0136108	0.0424857	0.00803167	0.00785826	0.00119346	0.00318239	1.23494e-05	0.00910276	0.00330687	0.00527461	0.00185734	0.0081317	0.00306647	0.00431171	0.00586906	0.00313082	0.000150504	0.00575779	0.00353422	0.0015317	0.0409929	0.00328963	0.0130514	0.0054164	0.000300903	0.0121142	0.000210647	0.00212533	0.00325092	0.00289565	0.0116854	0.00566441	0.00514986	0.0167559	0.0108969	0.00534825	0.0112423	0.000791366	0.0125397	0.0193983	0.0567678	0.0217254	0.0218265	0.00397004	0.0113282	0.00885963	0.00976177	0.00275825	0.0190348	0.00586516	0.00158535	0.0156938	0.0102972	0.0116237	0.0125887	0.00179048	0.00929619	0.0250991	0.00330321	0.00135237	0.00472707	0.0475591	0.001062	0.0710291	0.0397213	0.0129385	0.00531205	0.000816798	0.0230479	0.00867275	0.00204447	0.0181432	0.0445874	0.0292976	0.000302925	0.00787738	0.0160684	0.9014842
8244	-922.1059	-1065.435	143.3286	0.0618158	0.0332557	0.000849148	0.00288078	0.00442763	0.000716134	0.00574776	0.0107787	0.022316	0.0172401	0.000928937	0.00554865	0.000857451	0.00370254	0.00109121	0.024448	0.00375252	0.00523541	0.0108888	0.00658405	0.0134164	0.00478363	0.00630774	0.00302021	0.000738473	0.000324138	0.00131325	0.00417863	0.0386032	0.00925742	0.0137499	0.000656235	0.000164551	0.00379379	0.00214271	0.00708566	0.00243617	0.0234429	0.00441791	0.0145649	0.00600652	0.012042	0.00900977	0.0110715	0.0172961	0.00340528	0.0157404	0.0265145	0.0644182	0.0148761	0.0141505	0.00176204	0.00737916	0.00652859	0.0110773	0.00312997	0.0479285	0.00320062	0.00214749	0.0224978	0.00437987	0.0114716	0.0131408	0.00617825	0.00508917	0.0157802	0.00288438	0.00153462	0.00536412	0.0418951	0.00304835	0.072852	0.0263064	0.00741628	0.00801562	0.000195005	0.0148793	0.0019308	0.00385708	0.00866647	0.0505963	0.0356607	0.00169146	0.00722819	0.00315154	0.72202	1.33358	0.0944355	0.316352	0.698333	1.43198	3.16103	10.5892	1.706325	0.6496996	0.0599653	0.0322602	0.000823728	0.00279454	0.00429509	0.000694696	0.0055757	0.010456	0.021648	0.016724	0.000901129	0.00538255	0.000831783	0.00359171	0.00105855	0.0237162	0.00364019	0.00507868	0.0105629	0.00638695	0.0130148	0.00464043	0.00611891	0.00292979	0.000716366	0.000314435	0.00127394	0.00405354	0.0374476	0.00898029	0.0133383	0.00063659	0.000159625	0.00368022	0.00207856	0.00687355	0.00236324	0.0227411	0.00428566	0.0141289	0.00582671	0.0116815	0.00874006	0.0107401	0.0167784	0.00330334	0.0152692	0.0257208	0.0624898	0.0144307	0.0137269	0.00170929	0.00715826	0.00633316	0.0107457	0.00303627	0.0464937	0.00310481	0.00208321	0.0218243	0.00424876	0.0111282	0.0127475	0.0059933	0.00493682	0.0153078	0.00279803	0.00148868	0.00520354	0.040641	0.0029571	0.0706712	0.0255189	0.00719427	0.00777567	0.000189167	0.0144339	0.001873	0.00374162	0.00840704	0.0490816	0.0345932	0.00164082	0.00701181	0.0030572	1.030859
8280	-928.8121	-1071.769	142.9565	0.0267208	0.0109495	0.0138888	0.00472607	0.000107442	0.00116654	0.00196344	0.00771987	0.0129111	0.0156722	0.00625898	0.00312995	0.00221426	0.0120751	0.000423321	0.00634438	0.00250442	0.00354648	0.0133377	0.00215231	0.00688961	0.00851374	0.00808959	0.00584001	0.00234402	0.00579026	0.000881574	0.0015604	0.0301158	0.00364941	0.00372775	0.000337525	0.00272782	0.0131783	0.0044068	0.0075099	0.0154813	0.0217121	0.00907734	0.00159103	0.00302318	0.0180614	0.00497156	0.00220617	0.023216	0.00428191	0.000598526	0.00746972	0.0123449	0.0141024	0.0144749	6.03499e-05	0.0207752	0.00132489	0.0111957	0.0020832	0.0607407	0.00221676	0.00428352	0.00399255	0.0287632	0.000364382	0.0304737	0.0556393	0.00426574	0.00262292	0.0116657	0.00188567	0.00722134	0.00967229	0.00509541	0.00370883	0.0177467	0.00759714	0.00287516	0.000773612	0.00423696	0.00114119	0.0386533	0.0313192	0.0233247	0.0272658	0.00343876	0.000895741	0.0529922	0.930329	1.08361	0.0854619	0.301316	0.687804	1.4539	3.31877	11.7011	1.778521	1.03026	0.0301487	0.0123542	0.0156705	0.00533237	0.000121225	0.00131619	0.00221532	0.00871023	0.0145674	0.0176828	0.00706193	0.00353149	0.00249832	0.0136241	0.000477627	0.00715829	0.0028257	0.00400145	0.0150487	0.00242842	0.00777345	0.00960595	0.00912738	0.0065892	0.00264473	0.00653307	0.000994668	0.00176058	0.0339793	0.00411758	0.00420597	0.000380825	0.00307776	0.0148689	0.00497214	0.00847332	0.0174673	0.0244975	0.0102418	0.00179514	0.00341101	0.0203785	0.00560934	0.00248919	0.0261943	0.00483122	0.000675309	0.00842799	0.0139286	0.0159115	0.0163318	6.80921e-05	0.0234404	0.00149485	0.0126319	0.00235045	0.068533	0.00250114	0.00483304	0.00450474	0.0324531	0.000411127	0.0343831	0.0627771	0.00481298	0.00295941	0.0131623	0.00212757	0.00814774	0.0109131	0.00574908	0.00418463	0.0200233	0.00857175	0.00324401	0.000872856	0.00478051	0.00128758	0.043612	0.0353371	0.026317	0.0307636	0.00387991	0.00101065	0.0597904	0.8862992
8316	-927.5348	-1070.552	143.0169	0.0189658	0.022707	0.0177081	0.00544259	0.00312603	0.00248033	0.00137693	0.0201319	0.0156084	0.00620039	0.00718731	0.00633099	0.0029989	0.00911999	0.0145849	0.00920172	0.0122685	0.000954681	0.0138579	0.00297152	0.0139597	0.00351614	0.0213835	0.010755	1.91771e-05	0.00317152	0.00853793	0.00924171	0.0402318	0.0144916	0.0109663	0.00173148	0.00352222	0.0214123	0.00310755	0.00941402	0.00713532	0.0247134	0.0155398	0.0174376	0.00539438	0.0171722	0.00644954	0.0028984	0.0243657	0.00856955	0.0104079	0.0241054	0.0638571	0.000565874	0.0185777	0.00847199	0.00365718	0.00470812	0.0208482	0.0019796	0.0263537	0.00307974	0.0136444	0.0349558	0.00246665	0.0241052	0.0697181	0.0279999	0.00890856	0.0357231	0.0132049	0.00233305	0.00693424	0.0839661	0.00134968	0.0682795	0.0231018	0.0504323	0.00111904	0.00765595	0.0100931	0.01862	0.00215991	0.015988	0.00983753	0.145385	0.0246087	0.00146863	0.0291349	0.765812	1.28103	0.130443	0.370329	0.733512	1.3633	2.7003	7.6662	1.472762	0.7173734	0.0133734	0.0160115	0.0124866	0.00383776	0.00220427	0.00174897	0.000970923	0.0141957	0.011006	0.00437211	0.00506802	0.0044642	0.00211463	0.00643082	0.0102843	0.00648845	0.00865093	0.000673179	0.00977171	0.00209532	0.00984344	0.00247935	0.0150782	0.00758374	1.35224e-05	0.00223635	0.00602039	0.00651665	0.0283688	0.0102185	0.00773269	0.00122092	0.00248364	0.0150986	0.00219124	0.00663816	0.00503137	0.0174263	0.0109576	0.0122958	0.00380376	0.0121087	0.0045478	0.00204377	0.0171811	0.00604269	0.00733898	0.0169975	0.0450279	0.000399017	0.0130998	0.0059739	0.00257881	0.00331986	0.0147008	0.00139588	0.0185829	0.00217163	0.00962112	0.0246486	0.00173932	0.0169974	0.0491606	0.0197437	0.00628174	0.0251896	0.00931123	0.00164512	0.00488957	0.0592074	0.000951703	0.0481462	0.0162899	0.0355616	0.000789075	0.00539848	0.00711699	0.0131296	0.00152303	0.0112737	0.00693679	0.102516	0.0173525	0.00103558	0.020544	1.418168
8352	-934.9071	-1077.051	142.144	0.0594505	0.0105189	0.0392597	0.0038286	0.0032151	0.00482491	0.00192206	0.00882036	0.0103039	0.00773092	0.00674308	0.00795248	0.00539133	0.00368963	0.0136834	0.00168591	0.0181501	0.000923397	0.00862809	0.00362327	0.00821249	0.00187696	0.0231893	0.00947153	2.73859e-06	0.00491518	0.00801022	0.00990511	0.0632173	0.0195993	0.011877	0.00292	0.00234444	0.0137816	3.20646e-05	0.00852051	0.000413243	0.0390007	0.00708601	0.0203624	0.0177498	0.00708793	0.0182246	0.00443522	0.0261425	0.00586367	0.0245311	0.0297144	0.128804	0.000366785	0.0153367	0.00989964	0.00318242	0.00628952	0.00705946	0.00260333	0.0247248	0.017162	0.00529854	0.0324188	0.00274583	0.0224975	0.0563482	0.00504959	0.0102108	0.0475202	0.00673753	0.0120075	0.00650565	0.0435058	0.00855502	0.0757069	0.021674	0.00764196	0.000405468	0.0135818	0.0207891	0.0174691	0.000729606	0.020426	0.0384536	0.048032	0.0508078	0.00233573	0.0120989	1.10613	0.872639	0.11069	0.341829	0.715413	1.39779	2.92544	9.03427	1.591493	1.521089	0.0420497	0.00744008	0.0277686	0.00270799	0.00227406	0.00341269	0.00135948	0.0062387	0.00728801	0.00546812	0.00476942	0.00562484	0.00381332	0.0026097	0.00967836	0.00119246	0.0128377	0.000653124	0.0061027	0.00256276	0.00580875	0.00132758	0.0164019	0.00669927	1.93702e-06	0.00347653	0.00566568	0.00700594	0.044714	0.0138627	0.00840068	0.00206533	0.00165824	0.00974784	2.26795e-05	0.00602661	0.00029229	0.0275855	0.00501198	0.0144025	0.0125546	0.00501334	0.0128904	0.00313706	0.0184907	0.00414741	0.017351	0.0210172	0.0911041	0.000259429	0.0108477	0.00700208	0.00225095	0.00444861	0.0049932	0.00184135	0.017488	0.0121388	0.00374769	0.02293	0.00194214	0.0159126	0.0398555	0.0035716	0.00722219	0.0336113	0.0047655	0.00849296	0.00460149	0.0307719	0.00605102	0.053548	0.0153301	0.00540521	0.00028679	0.00960648	0.0147042	0.012356	0.000516055	0.0144474	0.0271985	0.0339733	0.0359366	0.00165207	0.00855765	1.413815
8388	-947.6777	-1089.421	141.7434	0.143332	0.013407	0.0182668	0.00292776	0.000783549	0.00801156	0.00345424	0.023803	0.00636258	0.00155166	0.00614134	0.00711476	0.00595044	0.0101974	0.00210319	0.00175982	0.00721455	0.00506395	0.00570224	0.00238496	0.00328959	0.00915955	0.0112313	0.00547319	2.25367e-05	0.00981038	0.0111337	0.00343621	0.0447003	0.0159197	0.0123067	0.00713206	0.00223224	0.0228491	0.000259256	0.00501527	0.00258221	0.00676937	0.0335191	0.0357972	0.0119159	0.00837943	0.0203851	0.0351692	0.0135007	0.0036721	0.0329056	0.0508812	0.125856	0.000298706	0.0161233	0.0162735	0.00450868	0.00661751	0.0177157	0.00194624	0.100648	0.0115518	0.00951562	0.0679812	0.00338762	0.0331378	0.0534598	0.00522243	0.0298431	0.0450259	0.00761912	0.00739092	0.00406723	0.0985938	0.00376955	0.037086	0.0147996	0.0164205	0.00686191	0.0243908	0.0198141	0.0118408	0.0111277	0.0156078	0.0205315	0.0806225	0.0489975	0.000220226	0.0176462	1.14641	0.824309	0.123461	0.360526	0.727398	1.37476	2.77373	8.09975	1.512539	1.668901	0.0847364	0.00792611	0.0107992	0.00173087	0.000463227	0.00473636	0.00204212	0.0140721	0.0037615	0.000917329	0.0036307	0.00420618	0.00351784	0.0060286	0.00124339	0.00104039	0.00426518	0.00299376	0.00337111	0.00140997	0.00194478	0.00541504	0.00663987	0.0032357	1.33235e-05	0.00579981	0.00658216	0.00203145	0.0264264	0.00941159	0.00727561	0.00421641	0.00131968	0.0135082	0.00015327	0.00296498	0.00152658	0.00400199	0.0198162	0.021163	0.00704457	0.00495384	0.0120515	0.0207917	0.00798146	0.00217091	0.0194535	0.0300805	0.0744047	0.000176592	0.00953192	0.00962077	0.00266549	0.00391221	0.0104734	0.0011506	0.0595022	0.00682932	0.00562555	0.0401899	0.00200273	0.0195908	0.0316049	0.00308745	0.017643	0.0266189	0.00450436	0.00436944	0.00240451	0.0582878	0.00222852	0.0219249	0.00874941	0.00970765	0.0040567	0.0144196	0.0117139	0.00700015	0.0065786	0.00922716	0.012138	0.0476633	0.0289668	0.000130195	0.0104322	1.691501
8424	-913.4185	-1055.492	142.0739	0.0428322	0.00966743	0.0129062	0.00299172	0.00213051	0.00313036	0.00196807	0.00930055	0.0107888	0.000863052	0.00316612	0.00329093	0.000456061	0.00406941	0.00222118	0.00140664	0.00216892	0.000254085	0.00320574	0.000931877	0.00233924	0.00477786	0.00653677	0.00189625	1.3778e-05	0.00193774	0.00219871	0.00216767	0.0235797	0.00371348	0.0048086	0.00134782	0.000235797	0.00848445	0.0011473	0.0036736	0.0016507	0.011099	0.00644314	0.00296343	0.000283386	0.0118721	0.00769601	0.0137416	0.0302468	0.0129727	0.0169478	0.021955	0.0542223	0.000339474	0.00601739	0.00723014	0.00375459	0.00409316	0.015269	0.000587369	0.018756	0.00516977	0.000898919	0.0131899	0.000604893	0.0142966	0.021978	0.00287464	0.00814703	0.0109836	0.00750751	0.00184092	0.00317156	0.0456704	0.000974344	0.0367419	0.00994664	0.0253321	0.00285942	0.00345948	0.00646388	0.0145088	0.00222178	0.00152056	0.0100481	0.0717029	0.00763945	0.000143198	0.00154795	1.18982	0.772217	0.05301	0.238707	0.639596	1.56349	4.18923	18.8644	2.123852	1.848939	0.0559026	0.0126175	0.0168446	0.00390465	0.00278064	0.00408559	0.00256864	0.0121386	0.014081	0.00112641	0.00413227	0.00429516	0.000595229	0.00531121	0.00289898	0.00183588	0.00283077	0.00033162	0.00418398	0.00121624	0.00305307	0.00623583	0.00853149	0.0024749	1.79824e-05	0.00252904	0.00286966	0.00282914	0.0307752	0.00484665	0.00627596	0.00175911	0.000307751	0.0110735	0.0014974	0.00479461	0.00215442	0.0144859	0.00840928	0.00386772	0.000369863	0.0154948	0.0100445	0.017935	0.0394767	0.0169314	0.0221195	0.0286546	0.0707684	0.000443065	0.00785361	0.00943644	0.00490031	0.0053422	0.0199284	0.000766606	0.0244795	0.00674735	0.00117323	0.0172149	0.000789477	0.0186592	0.0286847	0.00375184	0.0106331	0.0143352	0.00979844	0.00240268	0.00413937	0.0596069	0.00127167	0.0479537	0.0129819	0.0330622	0.00373198	0.00451515	0.00843635	0.0189361	0.00289977	0.00198456	0.0131143	0.0935832	0.00997065	0.000186895	0.00202031	0.7661938
8460	-920.8005	-1063.524	142.7232	0.0203242	0.0214081	0.0131028	0.00641881	0.00508824	0.000604116	0.0030353	0.015784	0.0127004	0.000960255	0.00219732	0.0060066	0.00217297	0.0018518	0.000415519	0.00500518	0.0117109	0.000455602	0.00160004	0.00156397	0.0029875	0.00391306	0.00256877	0.00144005	8.87342e-05	0.000364019	0.00178737	0.00240421	0.0137999	0.00238127	0.00179191	0.00105383	0.00026	0.00966362	0.00050529	0.00298634	0.000324319	0.0137023	0.0156397	4.84986e-05	0.00661784	0.009651	0.000509887	0.00408461	0.0138354	0.0101654	0.0124986	0.0173815	0.0440783	0.00234529	0.00307295	0.00587751	0.00258588	0.0048825	0.00515695	0.00126831	0.0292953	0.0016968	0.000950794	0.0241397	0.00123393	0.0183621	0.00734003	0.00207554	0.00366085	0.0115795	0.00938919	0.00232828	0.00210646	0.045614	0.00775447	0.0617392	0.00258691	0.0168488	0.00289312	0.00431307	0.013696	0.00689564	0.00607124	0.00082707	0.0163695	0.0487921	0.0158503	0.000117323	0.00208539	0.98308	1.0203	0.0613402	0.256319	0.653959	1.52915	3.90139	16.3025	2.018316	1.15622	0.028199	0.0297029	0.0181797	0.00890585	0.00705973	0.000838187	0.00421136	0.0218996	0.0176212	0.00133232	0.0030487	0.00833392	0.0030149	0.0025693	0.000576516	0.00694449	0.0162484	0.000632129	0.00221999	0.00216995	0.00414504	0.00542921	0.00356407	0.00199801	0.000123115	0.000505062	0.00247991	0.00333574	0.0191468	0.00330391	0.0024862	0.00146214	0.00036074	0.0134079	0.00070107	0.00414343	0.000449979	0.0190113	0.0216995	6.72899e-05	0.009182	0.0133904	0.000707449	0.00566723	0.0191961	0.014104	0.0173413	0.0241162	0.0611569	0.003254	0.00426359	0.00815482	0.00358781	0.00677428	0.00715507	0.00175973	0.040646	0.00235424	0.00131919	0.0334929	0.00171203	0.0254767	0.010184	0.00287972	0.00507928	0.0160661	0.0130271	0.0032304	0.00292263	0.0632876	0.010759	0.0856607	0.00358923	0.023377	0.00401409	0.00598422	0.0190027	0.00956743	0.00842361	0.00114753	0.022712	0.0676971	0.0219917	0.00016278	0.00289339	0.7207413
8496	-925.6074	-1068.319	142.7115	0.0268149	0.00341817	0.00144372	0.00385014	0.00293095	0.000451606	0.00117575	0.00961072	0.00551431	0.000471774	0.00649568	0.0101137	0.00370096	0.00159455	1.33922e-05	0.00386655	0.00158625	0.00067354	0.00258786	0.00191388	0.00233051	0.00293911	0.00535572	0.000711975	0.00234462	0.00232128	0.000533532	0.0142776	0.00317385	0.0101241	0.00461882	0.000171457	0.000293309	0.00247733	0.0031765	0.00239151	0.00181703	0.00648591	0.00519003	0.00780247	0.00479849	0.0129687	0.00406422	0.00437321	0.00927091	0.00503864	0.0234927	0.0367968	0.00725219	0.0387538	0.00343331	0.00156366	0.0021933	0.0002015	0.00407641	0.00417603	0.00191669	0.000733015	0.000115548	0.00494548	0.0120716	0.0243473	0.00535042	0.00378329	0.0338192	0.0148357	0.0134434	0.00224973	0.00704454	0.000261285	0.00450572	0.00981273	0.0120433	0.00770159	0.00121036	0.0168887	5.80995e-05	0.00612592	0.0312622	0.000748305	0.0212046	0.00121472	0.0153581	0.0236825	0.00780099	0.983821	1.01941	0.0561958	0.2456	0.645301	1.54966	4.07167	17.7949	2.081652	1.158101	0.0436899	0.00556928	0.00235227	0.0062731	0.00477544	0.000735809	0.00191566	0.0156589	0.00898456	0.00076867	0.0105835	0.0164785	0.00603004	0.00259802	2.18202e-05	0.00629984	0.00258451	0.00109741	0.00421645	0.00311832	0.00379713	0.00478874	0.00872616	0.00116003	0.00382013	0.0037821	0.000869292	0.0232627	0.00517122	0.0164954	0.00752552	0.000279358	0.000477894	0.00403635	0.00517552	0.00389653	0.00296051	0.0105676	0.0084562	0.0127127	0.00781825	0.0211301	0.00662191	0.00712535	0.0151053	0.00820954	0.0382771	0.0599537	0.0118161	0.0631423	0.00559394	0.0025477	0.00357359	0.000328308	0.00664176	0.00680408	0.00312289	0.00119431	0.000188265	0.00805776	0.0196685	0.0396695	0.00871753	0.00616417	0.0551023	0.024172	0.0219035	0.00366553	0.0114778	0.000425716	0.00734125	0.0159881	0.0196224	0.0125483	0.00197206	0.0275171	9.46624e-05	0.00998107	0.050936	0.00121923	0.034549	0.00197917	0.0250233	0.0385863	0.0127103	0.6137541
